Rowid_,VALUE,COUNT,WHRALL,LIFE_FORM,WHRNUM,WHRNAME,WHRTYPE,WHRSIZE,WHRDENSITY,WHR10NUM,WHR10NAME,WHR13NUM,WHR13NAME,SOURCE_NAME,SOURCE_YEAR
,181,1537,RDW3S,CONIFER,44,Redwood,RDW,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,182,9005,RDW3M,CONIFER,44,Redwood,RDW,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,183,11759,MRI4M,HARDWOOD,37,Montane Riparian,MRI,4,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,184,36233,MHW3M,HARDWOOD,36,Montane Hardwood,MHW,3,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,185,5110,MRI1D,HARDWOOD,37,Montane Riparian,MRI,1,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,186,11930,RDW4M,CONIFER,44,Redwood,RDW,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,187,8845,MHW1P,HARDWOOD,36,Montane Hardwood,MHW,1,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,188,8306,MHW1M,HARDWOOD,36,Montane Hardwood,MHW,1,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,189,41102,RDW2D,CONIFER,44,Redwood,RDW,2,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,190,6103,RDW2M,CONIFER,44,Redwood,RDW,2,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,191,16995,MHW3P,HARDWOOD,36,Montane Hardwood,MHW,3,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,192,11973,MRI2D,HARDWOOD,37,Montane Riparian,MRI,2,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,193,94029,MHC2D,CONIFER,35,Montane Hardwood-Conifer,MHC,2,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,194,19517,DFR2P,CONIFER,14,Douglas Fir,DFR,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,195,13841,MHC2M,CONIFER,35,Montane Hardwood-Conifer,MHC,2,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,196,2715,RDW3P,CONIFER,44,Redwood,RDW,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,197,281146,MHW4D,HARDWOOD,36,Montane Hardwood,MHW,4,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,198,60441,URBXX,URBAN,53,Urban,URB,X,X,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastNW,2007
,199,43010,MRI3D,HARDWOOD,37,Montane Riparian,MRI,3,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,200,25552,MHC3M,CONIFER,35,Montane Hardwood-Conifer,MHC,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,201,58208,MHW4M,HARDWOOD,36,Montane Hardwood,MHW,4,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,202,12947,MHC2S,CONIFER,35,Montane Hardwood-Conifer,MHC,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,203,11664,JPN5D,CONIFER,24,Jeffrey Pine,JPN,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,204,18540,KMC3P,CONIFER,27,Klamath Mixed Conifer,KMC,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,205,40237,KMC4D,CONIFER,27,Klamath Mixed Conifer,KMC,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,206,13517,KMC3S,CONIFER,27,Klamath Mixed Conifer,KMC,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,207,123322,KMC4M,CONIFER,27,Klamath Mixed Conifer,KMC,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,208,7383,MHC5P,CONIFER,35,Montane Hardwood-Conifer,MHC,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,209,213006,MCHXX,SHRUB,32,Mixed Chaparral,MCH,X,X,70.000000000000000,Shrub,70,Shrub,CALVEG-NorthCoastNW,2007
,210,21171,KMC4P,CONIFER,27,Klamath Mixed Conifer,KMC,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,211,144959,DFR4M,CONIFER,14,Douglas Fir,DFR,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,212,36533,KMC3M,CONIFER,27,Klamath Mixed Conifer,KMC,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,213,6616,KMC3D,CONIFER,27,Klamath Mixed Conifer,KMC,3,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,214,10274,KMC4S,CONIFER,27,Klamath Mixed Conifer,KMC,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,215,45078,KMC5M,CONIFER,27,Klamath Mixed Conifer,KMC,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,216,25233,WFR4M,CONIFER,58,White Fir,WFR,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,217,8244,WFR5M,CONIFER,58,White Fir,WFR,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,218,4283,MRI3M,HARDWOOD,37,Montane Riparian,MRI,3,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,219,50438,DFR3M,CONIFER,14,Douglas Fir,DFR,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,220,79307,RIVXX,WATER,43,Riverine,RIV,X,X,90.000000000000000,Water,90,Water,CALVEG-NorthCoastNW,2007
,221,33053,DFR5M,CONIFER,14,Douglas Fir,DFR,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,222,12805,KMC5P,CONIFER,27,Klamath Mixed Conifer,KMC,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,223,11792,JPN4D,CONIFER,24,Jeffrey Pine,JPN,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,224,3270,WFR5P,CONIFER,58,White Fir,WFR,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,225,1031,MHW5S,HARDWOOD,36,Montane Hardwood,MHW,5,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,226,7374,MHW1S,HARDWOOD,36,Montane Hardwood,MHW,1,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,227,3948,MHW5P,HARDWOOD,36,Montane Hardwood,MHW,5,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,228,996,MRI2P,HARDWOOD,37,Montane Riparian,MRI,2,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,229,1048,CPC4P,CONIFER,11,Closed-Cone Pine-Cypress,CPC,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,230,1421,RDW2P,CONIFER,44,Redwood,RDW,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,231,24695,MHW4P,HARDWOOD,36,Montane Hardwood,MHW,4,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,232,17517,DFR4S,CONIFER,14,Douglas Fir,DFR,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,233,40568,DFR4P,CONIFER,14,Douglas Fir,DFR,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,234,10815,WFR4P,CONIFER,58,White Fir,WFR,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,235,5940,DFR5P,CONIFER,14,Douglas Fir,DFR,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,236,27302,DFR2M,CONIFER,14,Douglas Fir,DFR,2,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,237,84713,KMC5D,CONIFER,27,Klamath Mixed Conifer,KMC,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,238,1415,JPN5S,CONIFER,24,Jeffrey Pine,JPN,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,239,9345,JPN4P,CONIFER,24,Jeffrey Pine,JPN,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,240,2121,JPN2P,CONIFER,24,Jeffrey Pine,JPN,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,241,50629,KMC3P,CONIFER,27,Klamath Mixed Conifer,KMC,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,242,130132,DFR2D,CONIFER,14,Douglas Fir,DFR,2,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,243,18878,KMC2P,CONIFER,27,Klamath Mixed Conifer,KMC,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,244,11892,KMC5P,CONIFER,27,Klamath Mixed Conifer,KMC,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,245,8314,MHC4S,CONIFER,35,Montane Hardwood-Conifer,MHC,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,246,5636,KMC5S,CONIFER,27,Klamath Mixed Conifer,KMC,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,247,2449,KMC5S,CONIFER,27,Klamath Mixed Conifer,KMC,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,248,4583,MHC3S,CONIFER,35,Montane Hardwood-Conifer,MHC,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,249,17168,KMC3S,CONIFER,27,Klamath Mixed Conifer,KMC,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,250,2778,KMC2M,CONIFER,27,Klamath Mixed Conifer,KMC,2,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,251,2489,MRI3P,HARDWOOD,37,Montane Riparian,MRI,3,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,252,5707,MHW3S,HARDWOOD,36,Montane Hardwood,MHW,3,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,253,45065,KMC4P,CONIFER,27,Klamath Mixed Conifer,KMC,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,254,19180,KMC5P,CONIFER,27,Klamath Mixed Conifer,KMC,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE/CALFIRE update,2007
,255,2145,KMC2S,CONIFER,27,Klamath Mixed Conifer,KMC,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,256,12779,DFR4P,CONIFER,14,Douglas Fir,DFR,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,257,1981,JPN2S,CONIFER,24,Jeffrey Pine,JPN,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,258,10680,MHC3S,CONIFER,35,Montane Hardwood-Conifer,MHC,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,259,2822,KMC2P,CONIFER,27,Klamath Mixed Conifer,KMC,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,260,90017,DFR5M,CONIFER,14,Douglas Fir,DFR,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,261,1954,MRI2M,HARDWOOD,37,Montane Riparian,MRI,2,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,262,57198,DFR4D,CONIFER,14,Douglas Fir,DFR,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,263,11456,DFR3D,CONIFER,14,Douglas Fir,DFR,3,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,264,44116,MHW2D,HARDWOOD,36,Montane Hardwood,MHW,2,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,265,2420,MHC2S,CONIFER,35,Montane Hardwood-Conifer,MHC,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,266,10820,KMC4S,CONIFER,27,Klamath Mixed Conifer,KMC,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,267,26125,PGSXX,HERBACEOUS,39,Perennial Grassland,PGS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,CALVEG-NorthCoastNW,2007
,268,10694,DFR5M,CONIFER,14,Douglas Fir,DFR,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,269,21819,DFR5P,CONIFER,14,Douglas Fir,DFR,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,270,10801,DFR3S,CONIFER,14,Douglas Fir,DFR,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,271,2110,MHW2S,HARDWOOD,36,Montane Hardwood,MHW,2,S,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,272,2872,DFR5P,CONIFER,14,Douglas Fir,DFR,5,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,273,121645,DFR5D,CONIFER,14,Douglas Fir,DFR,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,274,24119,DFR3P,CONIFER,14,Douglas Fir,DFR,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,275,694,CPC2S,CONIFER,11,Closed-Cone Pine-Cypress,CPC,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,276,4698,MHW2M,HARDWOOD,36,Montane Hardwood,MHW,2,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,277,23706,KMC3D,CONIFER,27,Klamath Mixed Conifer,KMC,3,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,278,139513,KMC4D,CONIFER,27,Klamath Mixed Conifer,KMC,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,279,80,COW5S,HARDWOOD,10,Coastal Oak Woodland,COW,5,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2007
,280,8501,JPN3M,CONIFER,24,Jeffrey Pine,JPN,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,281,297,COW4S,HARDWOOD,10,Coastal Oak Woodland,COW,4,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2007
,282,5945,MHW2P,HARDWOOD,36,Montane Hardwood,MHW,2,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,283,2076,JPN3D,CONIFER,24,Jeffrey Pine,JPN,3,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,284,9666,CPC4D,CONIFER,11,Closed-Cone Pine-Cypress,CPC,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,285,263,CPC4S,CONIFER,11,Closed-Cone Pine-Cypress,CPC,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,286,45945,KMC5M,CONIFER,27,Klamath Mixed Conifer,KMC,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,287,1274,DFR1D,CONIFER,14,Douglas Fir,DFR,1,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,288,184835,KMC5D,CONIFER,27,Klamath Mixed Conifer,KMC,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,289,49968,WFR4D,CONIFER,58,White Fir,WFR,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,290,2084,CPC5D,CONIFER,11,Closed-Cone Pine-Cypress,CPC,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,291,64,LPN3S,CONIFER,29,Lodgepole Pine,LPN,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,292,6272,JPN3P,CONIFER,24,Jeffrey Pine,JPN,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,293,11474,KMC2M,CONIFER,27,Klamath Mixed Conifer,KMC,2,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,294,107523,LACXX,WATER,28,Lacustrine,LAC,X,X,90.000000000000000,Water,90,Water,CALVEG-NorthCoastNW,2007
,295,6538,JPN4S,CONIFER,24,Jeffrey Pine,JPN,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,296,16437,DFR2S,CONIFER,14,Douglas Fir,DFR,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,297,17057,JPN4M,CONIFER,24,Jeffrey Pine,JPN,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,298,9075,WFR3D,CONIFER,58,White Fir,WFR,3,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,299,151579,KMC4M,CONIFER,27,Klamath Mixed Conifer,KMC,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,300,81432,KMC3M,CONIFER,27,Klamath Mixed Conifer,KMC,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,301,89363,WFR5D,CONIFER,58,White Fir,WFR,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,302,3697,JPN3S,CONIFER,24,Jeffrey Pine,JPN,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,303,11693,MHW5M,HARDWOOD,36,Montane Hardwood,MHW,5,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNW,2007
,304,17829,KMC2S,CONIFER,27,Klamath Mixed Conifer,KMC,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW/CALFIRE update,2007
,305,117,COW2P,HARDWOOD,10,Coastal Oak Woodland,COW,2,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2007
,306,5152,JPN5M,CONIFER,24,Jeffrey Pine,JPN,5,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,307,4764,DFR2S,CONIFER,14,Douglas Fir,DFR,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,308,4288,DFR4S,CONIFER,14,Douglas Fir,DFR,4,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,309,5278,WFR3M,CONIFER,58,White Fir,WFR,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,310,198,LPN3P,CONIFER,29,Lodgepole Pine,LPN,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,311,93,COW3S,HARDWOOD,10,Coastal Oak Woodland,COW,3,S,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2007
,312,90,SCN2D,CONIFER,48,Subalpine Conifer,SCN,2,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,313,2238,WFR3P,CONIFER,58,White Fir,WFR,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,314,3636,WFR3S,CONIFER,58,White Fir,WFR,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,315,24,LPN2S,CONIFER,29,Lodgepole Pine,LPN,2,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,316,6752,DFR5S,CONIFER,14,Douglas Fir,DFR,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,317,756,URB2P,URBAN,53,Urban,URB,2,P,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastNW,2007
,318,2351,RFR5S,CONIFER,45,Red Fir,RFR,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,319,341,URB4P,URBAN,53,Urban,URB,4,P,80.000000000000000,Urban,80,Urban,CALVEG-NorthCoastNW,2007
,320,1752,DFR5S,CONIFER,14,Douglas Fir,DFR,5,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,321,6079,CPC4M,CONIFER,11,Closed-Cone Pine-Cypress,CPC,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,322,1055,CPC3P,CONIFER,11,Closed-Cone Pine-Cypress,CPC,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,323,7832,MHW1P,HARDWOOD,36,Montane Hardwood,MHW,1,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthCoastNE,2007
,324,10695,DFR2P,CONIFER,14,Douglas Fir,DFR,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,325,1832,JPN2M,CONIFER,24,Jeffrey Pine,JPN,2,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,326,3645,DFR3S,CONIFER,14,Douglas Fir,DFR,3,S,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,327,302343,MCPXX,SHRUB,34,Montane Chaparral,MCP,X,X,70.000000000000000,Shrub,70,Shrub,CALVEG-NorthInterior,2007
,328,4561,MHW4P,HARDWOOD,36,Montane Hardwood,MHW,4,P,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2007
,329,132238,PPN4D,CONIFER,42,Ponderosa Pine,PPN,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,330,547711,SMC4D,CONIFER,51,Sierran Mixed Conifer,SMC,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,331,226870,PPN4M,CONIFER,42,Ponderosa Pine,PPN,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,332,358724,SMC4M,CONIFER,51,Sierran Mixed Conifer,SMC,4,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,333,6387,MHC3M,CONIFER,35,Montane Hardwood-Conifer,MHC,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,334,5759,MHC3P,CONIFER,35,Montane Hardwood-Conifer,MHC,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,335,607043,AGSXX,HERBACEOUS,3,Annual Grassland,AGS,X,X,60.000000000000000,Herbaceous,60,Herbaceous,CALVEG-NorthInterior,2007
,336,4084,MHC3D,CONIFER,35,Montane Hardwood-Conifer,MHC,3,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,337,9706,MHW4M,HARDWOOD,36,Montane Hardwood,MHW,4,M,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2007
,338,639,MHC2M,CONIFER,35,Montane Hardwood-Conifer,MHC,2,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,339,159371,SMC5D,CONIFER,51,Sierran Mixed Conifer,SMC,5,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,340,92339,MCHXX,SHRUB,32,Mixed Chaparral,MCH,X,X,70.000000000000000,Shrub,70,Shrub,CALVEG-NorthInterior,2007
,341,28380,MHC4D,CONIFER,35,Montane Hardwood-Conifer,MHC,4,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,342,81891,SMC3D,CONIFER,51,Sierran Mixed Conifer,SMC,3,D,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,343,594,COW4P,HARDWOOD,10,Coastal Oak Woodland,COW,4,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2007
,344,74,COW5P,HARDWOOD,10,Coastal Oak Woodland,COW,5,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2007
,345,43147,PPN3P,CONIFER,42,Ponderosa Pine,PPN,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,346,73457,SMC4P,CONIFER,51,Sierran Mixed Conifer,SMC,4,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,347,105276,SMC3M,CONIFER,51,Sierran Mixed Conifer,SMC,3,M,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,348,21666,MHW4D,HARDWOOD,36,Montane Hardwood,MHW,4,D,50.000000000000000,Hardwood,51,Hardwood Forest,CALVEG-NorthInterior,2007
,349,299,CPC2P,CONIFER,11,Closed-Cone Pine-Cypress,CPC,2,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNW,2007
,350,13968,DFR3P,CONIFER,14,Douglas Fir,DFR,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthCoastNE,2007
,351,45427,SMC3P,CONIFER,51,Sierran Mixed Conifer,SMC,3,P,30.000000000000000,Conifer,31,Conifer Forest,CALVEG-NorthInterior,2007
,352,553,COW3P,HARDWOOD,10,Coastal Oak Woodland,COW,3,P,50.000000000000000,Hardwood,52,Hardwood Woodland,CALVEG-NorthCoastNW,2007
